SUB_ID,ORD,CASE_ID,SOUNDTYPE,SOUNDNUM,SAMEDIFF,MUS_REF,MUS_COM,REF,A,B,C,D,ANS,CORRECT,TIME,COMPLETED,REP
S02,21,10,MUSIC,0,diff,BEE2,BEE1,BP,AC,CP,MH,BP,NA,0,13-Jan-2020 15:27:52,0,1
S02,22,4,MUSIC,0,same,BEE1,BEE1,CP,CP,AC,MH,BP,NA,0,13-Jan-2020 15:27:52,0,1
S02,23,18,INSTR,2,same,viulut,viulut,BP,BP,AC,MH,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,24,12,MUSIC,0,diff,BEE2,BEE1,CP,MH,CP,AC,BP,NA,0,13-Jan-2020 15:27:52,0,1
S02,25,20,INSTR,4,same,viulut,viulut,CP,MH,CP,AC,BP,NA,0,13-Jan-2020 15:27:52,0,1
S02,26,23,INSTR,15,diff,viulut,viulut2,MH,BP,CP,MH,AC,NA,0,13-Jan-2020 15:27:52,0,1
S02,27,1,MUSIC,0,same,BEE1,BEE1,AC,BP,MH,AC,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,28,15,MUSIC,0,same,BEE2,BEE2,MH,CP,BP,MH,AC,NA,0,13-Jan-2020 15:27:52,0,1
S02,29,10,MUSIC,0,diff,BEE2,BEE1,BP,CP,AC,MH,BP,NA,0,13-Jan-2020 15:27:52,0,1
S02,30,5,MUSIC,0,diff,BEE1,BEE2,AC,CP,BP,AC,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,31,13,MUSIC,0,same,BEE2,BEE2,AC,MH,AC,CP,BP,NA,0,13-Jan-2020 15:27:52,0,1
S02,32,24,INSTR,8,diff,viulut,viulut2,CP,MH,CP,BP,AC,NA,0,13-Jan-2020 15:27:52,0,1
S02,33,14,MUSIC,0,same,BEE2,BEE2,BP,CP,AC,BP,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,34,24,INSTR,16,diff,viulut,viulut2,CP,MH,CP,BP,AC,NA,0,13-Jan-2020 15:27:52,0,1
S02,35,3,MUSIC,0,same,BEE1,BEE1,MH,CP,MH,BP,AC,NA,0,13-Jan-2020 15:27:52,0,1
S02,36,2,MUSIC,0,same,BEE1,BEE1,BP,MH,AC,CP,BP,NA,0,13-Jan-2020 15:27:52,0,1
S02,37,22,INSTR,14,diff,viulut,viulut2,BP,MH,BP,AC,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,38,4,MUSIC,0,same,BEE1,BEE1,CP,AC,BP,MH,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,39,7,MUSIC,0,diff,BEE1,BEE2,MH,BP,AC,MH,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,40,2,MUSIC,0,same,BEE1,BEE1,BP,CP,BP,AC,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,41,9,MUSIC,0,diff,BEE2,BEE1,AC,BP,MH,AC,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,42,11,MUSIC,0,diff,BEE2,BEE1,MH,AC,CP,MH,BP,NA,0,13-Jan-2020 15:27:52,0,1
S02,43,17,INSTR,9,same,viulut,viulut,AC,CP,AC,BP,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,44,6,MUSIC,0,diff,BEE1,BEE2,BP,BP,AC,MH,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,45,16,MUSIC,0,same,BEE2,BEE2,CP,BP,AC,CP,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,46,21,INSTR,5,diff,viulut,viulut2,AC,BP,CP,AC,MH,NA,0,13-Jan-2020 15:27:52,0,1
S02,47,5,MUSIC,0,diff,BEE1,BEE2,AC,MH,BP,AC,CP,NA,0,13-Jan-2020 15:27:52,0,1
S02,48,1,MUSIC,0,same,BEE1,BEE1,AC,MH,AC,CP,BP,NA,0,13-Jan-2020 15:27:52,0,1
