SUB_ID,ORD,CASE_ID,SOUNDTYPE,SOUNDNUM,SAMEDIFF,MUS_REF,MUS_COM,REF,A,B,C,D,ANS,CORRECT,TIME,COMPLETED,REP
S01,18,21,INSTR,13,diff,viulut,viulut2,AC,CP,MH,BP,AC,NA,0,13-Jan-2020 15:27:52,0,1
S01,19,17,INSTR,9,same,viulut,viulut,AC,AC,MH,CP,BP,NA,0,13-Jan-2020 15:27:52,0,1
S01,20,20,INSTR,4,same,viulut,viulut,CP,MH,AC,BP,CP,NA,0,13-Jan-2020 15:27:52,0,1
S01,21,23,INSTR,15,diff,viulut,viulut2,MH,MH,CP,BP,AC,NA,0,13-Jan-2020 15:27:52,0,1
S01,22,20,INSTR,12,same,viulut,viulut,CP,MH,AC,CP,BP,NA,0,13-Jan-2020 15:27:52,0,1
S01,23,21,INSTR,5,diff,viulut,viulut2,AC,BP,CP,MH,AC,NA,0,13-Jan-2020 15:27:52,0,1
S01,24,2,MUSIC,0,same,BEE1,BEE1,BP,AC,CP,MH,BP,NA,0,13-Jan-2020 15:27:52,0,1
S01,25,15,MUSIC,0,same,BEE2,BEE2,MH,CP,MH,BP,AC,NA,0,13-Jan-2020 15:27:52,0,1
S01,26,7,MUSIC,0,diff,BEE1,BEE2,MH,BP,CP,MH,AC,NA,0,13-Jan-2020 15:27:52,0,1
S01,27,8,MUSIC,0,diff,BEE1,BEE2,CP,AC,CP,BP,MH,NA,0,13-Jan-2020 15:27:52,0,1
S01,28,11,MUSIC,0,diff,BEE2,BEE1,MH,CP,MH,BP,AC,NA,0,13-Jan-2020 15:27:52,0,1
S01,29,18,INSTR,10,same,viulut,viulut,BP,AC,MH,CP,BP,NA,0,13-Jan-2020 15:27:52,0,1
S01,30,4,MUSIC,0,same,BEE1,BEE1,CP,MH,BP,AC,CP,NA,0,13-Jan-2020 15:27:52,0,1
S01,31,19,INSTR,3,same,viulut,viulut,MH,CP,BP,AC,MH,NA,0,13-Jan-2020 15:27:52,0,1
S01,32,6,MUSIC,0,diff,BEE1,BEE2,BP,AC,CP,MH,BP,NA,0,13-Jan-2020 15:27:52,0,1
S01,33,18,INSTR,2,same,viulut,viulut,BP,CP,MH,BP,AC,NA,0,13-Jan-2020 15:27:52,0,1
S01,34,9,MUSIC,0,diff,BEE2,BEE1,AC,BP,CP,AC,MH,NA,0,13-Jan-2020 15:27:52,0,1
S01,35,22,INSTR,14,diff,viulut,viulut2,BP,CP,BP,MH,AC,NA,0,13-Jan-2020 15:27:52,0,1
S01,36,1,MUSIC,0,same,BEE1,BEE1,AC,AC,CP,BP,MH,NA,0,13-Jan-2020 15:27:52,0,1
S01,37,16,MUSIC,0,same,BEE2,BEE2,CP,MH,BP,AC,CP,NA,0,13-Jan-2020 15:27:52,0,1
S01,38,13,MUSIC,0,same,BEE2,BEE2,AC,CP,MH,AC,BP,NA,0,13-Jan-2020 15:27:52,0,1
S01,39,5,MUSIC,0,diff,BEE1,BEE2,AC,MH,CP,AC,BP,NA,0,13-Jan-2020 15:27:52,0,1
S01,40,16,MUSIC,0,same,BEE2,BEE2,CP,MH,AC,BP,CP,NA,0,13-Jan-2020 15:27:52,0,1
S01,41,12,MUSIC,0,diff,BEE2,BEE1,CP,BP,CP,MH,AC,NA,0,13-Jan-2020 15:27:52,0,1
S01,42,24,INSTR,16,diff,viulut,viulut2,CP,CP,MH,BP,AC,NA,0,13-Jan-2020 15:27:52,0,1
S01,43,19,INSTR,11,same,viulut,viulut,MH,AC,BP,CP,MH,NA,0,13-Jan-2020 15:27:52,0,1
S01,44,12,MUSIC,0,diff,BEE2,BEE1,CP,CP,AC,BP,MH,NA,0,13-Jan-2020 15:27:52,0,1
S01,45,14,MUSIC,0,same,BEE2,BEE2,BP,CP,MH,AC,BP,NA,0,13-Jan-2020 15:27:52,0,1
S01,46,9,MUSIC,0,diff,BEE2,BEE1,AC,CP,MH,AC,BP,NA,0,13-Jan-2020 15:27:52,0,1
S01,47,15,MUSIC,0,same,BEE2,BEE2,MH,BP,MH,AC,CP,NA,0,13-Jan-2020 15:27:52,0,1
S01,48,22,INSTR,6,diff,viulut,viulut2,BP,CP,BP,AC,MH,NA,0,13-Jan-2020 15:27:52,0,1
